,dominant_emotion,label,imagePath,emotion.negative,emotion.neutral,emotion.positive,region.x,region.y,region.w,region.h
0,negative,negative,dataset\test\negative\S111_006_00000010.png,50.32564401626587,21.926476061344147,27.74788737297058,163,75,278,278
0,negative,negative,dataset\test\negative\S112_005_00000017.png,52.62693166732788,21.74791544675827,25.62515437602997,180,57,309,309
0,negative,negative,dataset\test\negative\S113_003_00000015.png,52.04687428753819,22.070415143395373,25.88271056906644,132,52,329,329
0,negative,negative,dataset\test\negative\S113_008_00000023.png,51.403242349624634,22.279265522956848,26.317492127418518,143,68,309,309
0,negative,negative,dataset\test\negative\S115_004_00000017.png,50.41183834217052,22.10292483603058,27.485239802031494,141,71,303,303
0,negative,negative,dataset\test\negative\S117_003_00000014.png,49.251529574394226,22.12248146533966,28.62599492073059,151,46,306,306
0,negative,negative,dataset\test\negative\S117_006_00000010.png,50.57548873716727,22.039778883483542,27.384727909001363,151,61,303,303
0,negative,negative,dataset\test\negative\S119_003_00000024.png,51.39281153678894,21.248672902584076,27.358517050743103,161,63,275,275
0,negative,negative,dataset\test\negative\S119_008_00000018.png,50.94228386878967,22.295843064785004,26.761868596076965,174,92,263,263
0,negative,negative,dataset\test\negative\S124_003_00000011.png,49.200618267059326,21.440389752388,29.358994960784912,129,83,262,262
0,negative,negative,dataset\test\negative\S125_001_00000014.png,50.427162647247314,21.999438107013702,27.573397755622864,195,91,275,275
0,negative,negative,dataset\test\negative\S125_006_00000022.png,49.49889779090881,21.84910625219345,28.651994466781616,194,85,279,279
0,negative,negative,dataset\test\negative\S126_008_00000029.png,52.52351760864258,21.956953406333923,25.51952302455902,151,108,264,264
0,negative,negative,dataset\test\negative\S127_010_00000018.png,50.77198147773743,20.977790653705597,28.250229358673096,181,128,275,275
0,negative,negative,dataset\test\negative\S129_006_00000010.png,50.78166127204895,22.040873765945435,27.177461981773376,154,110,282,282
0,negative,negative,dataset\test\negative\S130_007_00000020.png,51.32424541260275,21.360227248682214,27.315528828831244,137,111,296,296
0,negative,negative,dataset\test\negative\S130_009_00000019.png,51.224684861264805,22.26531920019617,26.51000040888791,134,104,304,304
0,negative,negative,dataset\test\negative\S131_003_00000024.png,52.23040011291505,21.952132517353597,25.81747184008024,189,95,274,274
0,negative,negative,dataset\test\negative\S132_002_00000018.png,51.33822270263569,22.33738585337316,26.324392934107358,179,90,269,269
0,negative,negative,dataset\test\negative\S132_003_00000023.png,50.441259145736694,21.186463534832,28.372278809547424,175,86,271,271
0,negative,negative,dataset\test\negative\S133_003_00000047.png,51.59639427640404,21.5614346600434,26.84217255366877,196,141,237,237
0,negative,negative,dataset\test\negative\S134_003_00000011.png,51.10441750910387,22.433535601707433,26.462049869421115,187,86,259,259
0,negative,negative,dataset\test\negative\S136_003_00000014.png,51.3103723526001,21.05480432510376,27.634823322296143,195,72,270,270
0,negative,negative,dataset\test\negative\S136_005_00000010.png,52.64560580253601,21.728086471557617,25.626304745674133,199,76,259,259
0,negative,negative,dataset\test\negative\S137_005_00000027.png,51.96191072463989,21.582292020320892,26.455795764923096,157,97,286,286
0,negative,negative,dataset\test\negative\S138_001_00000012.png,49.79766607284546,21.82970643043518,28.372633457183838,161,68,290,290
0,negative,negative,dataset\test\negative\S138_007_00000011.png,50.68665146827698,21.910379827022552,27.402964234352112,171,73,282,282
0,negative,negative,dataset\test\negative\S501_001_00000067.png,52.236974239349365,21.758873760700226,26.004159450531006,215,107,323,323
0,negative,negative,dataset\test\negative\S501_004_00000056.png,50.352293210948325,21.901090812553072,27.74661150615078,199,76,338,338
0,negative,negative,dataset\test\negative\S501_006_00000041.png,52.370420239592804,21.44126274831669,26.188315521974296,205,97,327,327
0,negative,negative,dataset\test\negative\S502_001_00000016.png,52.435606718063354,21.05385810136795,26.510533690452576,188,97,339,339
0,negative,negative,dataset\test\negative\S502_004_00000052.png,51.85908079147339,20.426546037197113,27.714374661445618,160,59,363,363
0,negative,negative,dataset\test\negative\S503_001_00000071.png,50.933659076690674,20.993806421756744,28.072533011436462,160,101,320,320
0,negative,positive,dataset\test\positive\S106_006_00000011.png,50.372451588207674,21.789823089816938,27.83772979232428,155,57,298,298
0,negative,positive,dataset\test\positive\S108_008_00000013.png,50.741130113601685,21.65032923221588,27.608537673950195,200,89,281,281
0,negative,positive,dataset\test\positive\S109_006_00000015.png,50.300127267837524,21.88912332057953,27.810749411582947,157,76,279,279
0,negative,positive,dataset\test\positive\S114_006_00000023.png,50.4639208316803,21.661724150180817,27.874359488487244,141,76,314,314
0,negative,positive,dataset\test\positive\S115_008_00000017.png,50.020995737373575,21.945565756891117,28.0334370156191,156,69,308,308
0,negative,positive,dataset\test\positive\S116_007_00000017.png,51.61122679710388,21.288807690143585,27.099964022636414,151,83,279,279
0,negative,positive,dataset\test\positive\S124_007_00000024.png,50.0054717057381,21.52170729378375,28.472816530130324,151,82,245,245
0,negative,positive,dataset\test\positive\S125_005_00000013.png,49.886968725143,21.726374133013138,28.38666012207628,202,96,264,264
0,negative,positive,dataset\test\positive\S127_004_00000016.png,50.658625285789334,21.680900850188632,27.66047088379015,178,115,280,280
0,negative,positive,dataset\test\positive\S128_011_00000016.png,50.96772313117981,21.671931445598602,27.360349893569946,139,111,275,275
0,negative,positive,dataset\test\positive\S129_012_00000011.png,50.19160808274794,21.68323675890188,28.125156648466387,154,108,279,279
0,negative,positive,dataset\test\positive\S130_013_00000015.png,50.33854842185974,22.01988846063614,27.64156460762024,130,102,304,304
0,negative,positive,dataset\test\positive\S131_006_00000022.png,50.371253490448,21.694640815258026,27.934110164642334,179,81,281,281
0,negative,positive,dataset\test\positive\S132_006_00000023.png,50.49980884788142,21.430229715136257,28.06996441721492,177,89,266,266
0,negative,positive,dataset\test\positive\S133_010_00000014.png,50.62357783317566,21.645785868167877,27.730637788772583,190,130,246,246
0,negative,positive,dataset\test\positive\S134_004_00000015.png,49.47974979877472,21.99927717447281,28.520971536636353,176,72,278,278
0,negative,positive,dataset\test\positive\S135_012_00000020.png,50.849705934524536,22.081775963306427,27.068522572517395,152,108,273,273
0,negative,positive,dataset\test\positive\S136_006_00000020.png,52.43145227432251,21.566466987133026,26.002082228660583,197,75,264,264
0,negative,positive,dataset\test\positive\S137_011_00000020.png,50.470250844955444,21.779485046863556,27.75026261806488,151,89,294,294
0,negative,positive,dataset\test\positive\S138_005_00000016.png,50.410425662994385,21.767115592956543,27.82246470451355,167,75,283,283
0,negative,negative,dataset\train\negative\S010_004_00000019.png,51.659202575683594,22.040285170078278,26.300519704818726,226,107,305,305
0,negative,negative,dataset\train\negative\S011_002_00000022.png,53.018600108456624,21.513360323114433,25.46804552889413,227,89,340,340
0,negative,negative,dataset\train\negative\S011_003_00000014.png,50.91015696525574,21.512405574321747,27.577435970306396,207,67,356,356
0,negative,negative,dataset\train\negative\S011_004_00000021.png,52.9003381729126,21.454957127571106,25.644704699516296,236,105,325,325
0,negative,negative,dataset\train\negative\S014_002_00000016.png,51.20750970885216,21.69629464723436,27.096195643913486,205,106,323,323
0,negative,negative,dataset\train\negative\S014_003_00000030.png,51.25214457511902,22.486604750156403,26.2612521648407,216,115,309,309
0,negative,negative,dataset\train\negative\S022_005_00000032.png,51.216429471969604,22.329361736774445,26.45421028137207,223,96,254,254
0,negative,negative,dataset\train\negative\S026_002_00000016.png,52.980780601501465,21.026089787483215,25.99312961101532,206,104,261,261
0,negative,negative,dataset\train\negative\S026_003_00000015.png,52.338021993637085,21.938318014144897,25.723665952682495,216,120,242,242
0,negative,negative,dataset\train\negative\S028_001_00000024.png,50.49524012179614,21.830661405960406,27.674098472243458,231,151,244,244
0,negative,negative,dataset\train\negative\S029_001_00000019.png,51.6728937625885,22.27286696434021,26.05423629283905,215,122,216,216
0,negative,negative,dataset\train\negative\S032_003_00000017.png,51.56447887420654,21.209198236465454,27.22632586956024,231,137,219,219
0,negative,negative,dataset\train\negative\S032_004_00000014.png,50.6891667842865,21.91801518201828,27.3928165435791,229,129,225,225
0,negative,negative,dataset\train\negative\S034_003_00000027.png,50.78054666519165,21.29550576210022,27.92394459247589,186,139,227,227
0,negative,negative,dataset\train\negative\S037_003_00000022.png,52.513867316977105,21.472749534517583,26.01338016827343,231,112,250,250
0,negative,negative,dataset\train\negative\S042_002_00000016.png,53.12639195480299,21.857641450026122,25.015969575403307,226,152,211,211
0,negative,negative,dataset\train\negative\S042_004_00000020.png,53.08857560157776,21.533504128456116,25.377923250198364,223,149,219,219
0,negative,negative,dataset\train\negative\S045_005_00000030.png,50.85304379463196,22.66484647989273,26.482108235359192,170,147,234,234
0,negative,negative,dataset\train\negative\S046_001_00000025.png,51.35954022407532,20.656509697437286,27.983948588371277,186,112,248,248
0,negative,negative,dataset\train\negative\S046_003_00000016.png,51.18277668952942,20.87268829345703,27.944540977478027,196,114,230,230
0,negative,negative,dataset\train\negative\S050_001_00000017.png,51.04686326067825,21.123176582048927,27.829958667156617,287,93,252,252
0,negative,negative,dataset\train\negative\S050_004_00000021.png,51.39347314834595,20.67248523235321,27.934038639068604,289,114,241,241
0,negative,negative,dataset\train\negative\S054_002_00000015.png,50.05754828453064,21.207740902900696,28.734713792800903,183,127,293,293
0,negative,negative,dataset\train\negative\S055_004_00000028.png,50.183686624985135,21.720912857110076,28.095402008020997,217,127,298,298
0,negative,negative,dataset\train\negative\S055_006_00000008.png,50.01670718193054,21.391569077968597,28.59172821044922,210,113,302,302
0,negative,negative,dataset\train\negative\S058_005_00000010.png,51.02359056472778,21.940036118030548,27.03637182712555,184,93,292,292
0,negative,negative,dataset\train\negative\S059_002_00000017.png,49.74481761455536,21.27828747034073,28.97689640522003,217,93,302,302
0,negative,negative,dataset\train\negative\S062_001_00000017.png,50.159984827041626,20.684804022312164,29.15521264076233,117,81,350,350
0,negative,negative,dataset\train\negative\S064_004_00000014.png,51.32713623804666,22.114699906986946,26.558162364850187,147,71,300,300
0,negative,negative,dataset\train\negative\S065_002_00000022.png,50.7350117406256,21.79689090233391,27.468098847156693,172,115,254,254
0,negative,negative,dataset\train\negative\S066_004_00000010.png,50.50192475318909,21.544434130191803,27.95364260673523,218,107,265,265
0,negative,negative,dataset\train\negative\S066_005_00000011.png,50.895196199417114,22.09324538707733,27.011561393737793,221,120,253,253
0,negative,negative,dataset\train\negative\S067_004_00000023.png,49.53109622001648,21.586205065250397,28.88270616531372,187,126,293,293
0,negative,negative,dataset\train\negative\S068_004_00000010.png,49.89961385726929,21.649658679962158,28.450724482536316,123,122,278,278
0,negative,negative,dataset\train\negative\S071_002_00000020.png,50.44334530830383,21.55538648366928,28.001269698143005,197,63,290,290
0,negative,negative,dataset\train\negative\S071_004_00000028.png,50.94159245491028,22.069652378559113,26.98875367641449,210,76,268,268
0,negative,negative,dataset\train\negative\S072_005_00000019.png,50.26949943718311,21.955078658764283,27.775420413936402,203,144,278,278
0,negative,negative,dataset\train\negative\S074_001_00000020.png,49.94131028652191,21.944400668144226,28.11429500579834,139,104,310,310
0,negative,negative,dataset\train\negative\S075_008_00000012.png,49.74275827407837,22.004351019859314,28.252887725830078,139,85,330,330
0,negative,negative,dataset\train\negative\S080_005_00000013.png,49.38196837902069,21.356932818889618,29.26110029220581,165,77,293,293
0,negative,negative,dataset\train\negative\S081_002_00000024.png,51.3608455657959,21.440044045448303,27.199113368988037,171,65,308,308
0,negative,negative,dataset\train\negative\S082_005_00000017.png,52.35211253166199,20.878130197525024,26.76975429058075,182,89,286,286
0,negative,negative,dataset\train\negative\S084_002_00000023.png,48.49771559238434,21.970652043819427,29.531636834144592,146,48,300,300
0,negative,negative,dataset\train\negative\S087_007_00000016.png,50.49859881401062,21.36967033147812,28.13173234462738,166,44,281,281
0,negative,negative,dataset\train\negative\S089_003_00000036.png,53.91075611114502,20.52963525056839,25.55961012840271,143,85,278,278
0,negative,negative,dataset\train\negative\S090_007_00000014.png,51.39239430427551,22.113069891929626,26.49453580379486,171,38,258,258
0,negative,negative,dataset\train\negative\S091_001_00000015.png,50.18130540847778,21.320198476314545,28.49849760532379,106,31,327,327
0,negative,negative,dataset\train\negative\S092_003_00000014.png,51.071879331581556,22.529631705858215,26.398487472444025,151,98,289,289
0,negative,negative,dataset\train\negative\S093_001_00000020.png,50.45017600059509,22.2868412733078,27.262985706329346,149,28,297,297
0,negative,negative,dataset\train\negative\S095_010_00000014.png,52.28006555319223,21.66479955105779,26.05513489574998,169,65,305,305
0,negative,negative,dataset\train\negative\S100_005_00000023.png,51.0870099067688,21.110151708126068,27.802836894989014,148,56,315,315
0,negative,negative,dataset\train\negative\S102_003_00000016.png,50.0510573387146,21.10607475042343,28.842872381210327,180,45,267,267
0,negative,negative,dataset\train\negative\S106_002_00000016.png,51.45553946495056,21.907226741313934,26.637235283851624,158,72,300,300
0,negative,negative,dataset\train\negative\S108_005_00000022.png,51.29800744640872,22.026389660024027,26.67560140345105,200,112,272,272
0,negative,negative,dataset\train\negative\S109_003_00000017.png,50.79512596130371,22.313371300697327,26.891502737998962,166,90,263,263
0,negative,negative,dataset\train\negative\S503_006_00000020.png,52.91242003440857,21.363437175750732,25.72413980960846,165,106,321,321
0,negative,negative,dataset\train\negative\S504_001_00000022.png,51.67524814605713,22.110824286937714,26.2139230966568,161,86,331,331
0,negative,negative,dataset\train\negative\S504_004_00000015.png,50.95749508827866,22.527549866145833,26.514959515924396,143,58,370,370
0,negative,negative,dataset\train\negative\S504_006_00000018.png,50.80482363700867,22.473759949207306,26.721414923667908,154,75,344,344
0,negative,negative,dataset\train\negative\S505_006_00000019.png,54.17951941490173,21.478751301765442,24.341732263565063,120,79,350,350
0,negative,negative,dataset\train\negative\S506_001_00000040.png,53.76714512910189,22.03898096549284,24.193876885637867,164,93,332,332
0,negative,negative,dataset\train\negative\S506_004_00000038.png,51.58010125160217,21.512778103351593,26.907119154930115,155,65,337,337
0,negative,negative,dataset\train\negative\S506_006_00000042.png,53.76003108978457,21.396407270217374,24.843561639998057,165,58,333,333
0,negative,negative,dataset\train\negative\S999_001_00000018.png,51.008427143096924,22.003062069416046,26.988515257835388,98,110,312,312
0,negative,negative,dataset\train\negative\S999_003_00000055.png,50.39408206939697,21.98723554611206,27.618688344955444,80,87,326,326
0,negative,positive,dataset\train\positive\26106e3085094155b0b91ad9158d41af.png,51.83033347129822,21.569935977458954,26.599732041358948,188,135,191,191
0,negative,positive,dataset\train\positive\S010_006_00000015.png,50.268179178237915,22.25753217935562,27.474287152290344,208,86,337,337
0,negative,positive,dataset\train\positive\S011_006_00000013.png,51.384592056274414,21.62868231534958,26.986724138259888,219,84,344,344
0,negative,positive,dataset\train\positive\S014_005_00000017.png,50.02685189247131,21.574485301971436,28.398659825325012,205,94,333,333
0,negative,positive,dataset\train\positive\S026_006_00000013.png,51.14602446556091,21.60569876432419,27.24827527999878,213,105,247,247
0,negative,positive,dataset\train\positive\S032_006_00000016.png,50.21796819949529,21.879770233658526,27.90225709649836,230,126,222,222
0,negative,positive,dataset\train\positive\S034_005_00000010.png,49.695914947499624,20.91792177175543,29.386169241210133,176,127,239,239
0,negative,positive,dataset\train\positive\S035_006_00000018.png,50.233930349349976,21.19707465171814,28.569000959396362,185,119,247,247
0,negative,positive,dataset\train\positive\S037_006_00000021.png,51.1605441570282,20.91117650270462,27.928277850151062,231,92,255,255
0,negative,positive,dataset\train\positive\S042_006_00000017.png,52.896008068085195,21.247528269739643,25.856466642407575,218,146,219,219
0,negative,positive,dataset\train\positive\S044_003_00000014.png,50.07922053337097,21.559007465839386,28.36177349090576,230,127,239,239
0,negative,positive,dataset\train\positive\S050_006_00000023.png,51.374322175979614,20.994120836257935,27.63155996799469,295,102,237,237
0,negative,positive,dataset\train\positive\S052_004_00000033.png,50.84126894720011,21.86369579218005,27.295036750736042,168,94,309,309
0,negative,positive,dataset\train\positive\S053_004_00000024.png,51.00153088569641,20.94477415084839,28.053700923919678,156,79,333,333
0,negative,positive,dataset\train\positive\S055_005_00000045.png,49.82629120349884,21.396920084953308,28.77679467201233,210,109,298,298
0,negative,positive,dataset\train\positive\S056_003_00000001.png,50.20977854728699,22.14079052209854,27.64943242073059,140,108,299,299
0,negative,positive,dataset\train\positive\S056_004_00000001.png,50.09022653640667,21.777017222465112,28.13275624112822,138,101,304,304
0,negative,positive,dataset\train\positive\S056_004_00000020.png,50.0913143157959,21.424363553524017,28.484320640563965,132,89,304,304
0,negative,positive,dataset\train\positive\S057_006_00000033.png,50.357288122177124,21.667484939098358,27.975228428840637,185,87,294,294
0,negative,positive,dataset\train\positive\S060_002_00000026.png,48.67495886534207,21.331733246548964,29.99330937822517,180,115,310,310
0,negative,positive,dataset\train\positive\S061_002_00000015.png,49.963268637657166,21.397507190704346,28.63922119140625,197,121,283,283
0,negative,positive,dataset\train\positive\S062_004_00000024.png,50.369059995524886,21.84970416430185,27.781229879709496,127,91,331,331
0,negative,positive,dataset\train\positive\S063_002_00000023.png,49.49203431606293,22.34795093536377,28.160014748573303,140,81,311,311
0,negative,positive,dataset\train\positive\S064_003_00000025.png,50.87302327156067,21.682943403720856,27.444031834602356,152,56,293,293
0,negative,positive,dataset\train\positive\S065_004_00000028.png,51.045262813568115,21.87904715538025,27.075690031051636,176,129,240,240
0,negative,positive,dataset\train\positive\S066_003_00000012.png,50.0640869140625,21.813641488552094,28.12226712703705,209,111,270,270
0,negative,positive,dataset\train\positive\S067_005_00000022.png,49.39909279346466,21.925276517868042,28.675630688667297,186,108,289,289
0,negative,positive,dataset\train\positive\S068_002_00000015.png,49.11884069442749,21.568840742111206,29.31232452392578,124,115,285,285
0,negative,positive,dataset\train\positive\S069_004_00000017.png,49.77551105314362,22.365226165625312,27.859258310883245,172,110,289,289
0,negative,positive,dataset\train\positive\S070_003_00000017.png,49.900493025779724,21.896488964557648,28.20301353931427,207,107,257,257
0,negative,positive,dataset\train\positive\S071_005_00000021.png,49.7955858707428,21.40619307756424,28.79822850227356,196,58,289,289
0,negative,positive,dataset\train\positive\S072_006_00000001.png,50.03788769470976,21.820947338399133,28.141166457007316,191,112,293,293
0,negative,positive,dataset\train\positive\S072_006_00000022.png,49.69744678705296,21.6846178990147,28.617936804048632,196,117,284,284
0,negative,positive,dataset\train\positive\S074_005_00000043.png,48.91097545623779,21.260391175746918,29.828637838363647,149,110,302,302
0,negative,positive,dataset\train\positive\S075_006_00000025.png,50.2625048160553,21.75997942686081,27.977514266967773,139,96,326,326
0,negative,positive,dataset\train\positive\S076_006_00000019.png,50.579506158828735,21.20562046766281,28.214868903160095,156,97,303,303
0,negative,positive,dataset\train\positive\S078_004_00000027.png,50.085461139678955,21.894384920597076,28.02015244960785,174,90,282,282
0,negative,positive,dataset\train\positive\S079_004_00000026.png,50.28871297836304,21.918389201164246,27.792897820472717,136,105,283,283
0,negative,positive,dataset\train\positive\S081_003_00000001.png,50.71245734169825,21.694724064750915,27.592821573783255,166,56,321,321
0,negative,positive,dataset\train\positive\S081_005_00000001.png,50.98913908004761,21.19705379009247,27.813810110092163,162,58,330,330
0,negative,positive,dataset\train\positive\S083_003_00000019.png,49.66383874416351,21.239857375621796,29.096302390098572,144,100,274,274
0,negative,positive,dataset\train\positive\S085_002_00000014.png,49.67759847640991,20.683477818965912,29.638925194740295,154,53,290,290
0,negative,positive,dataset\train\positive\S086_002_00000015.png,50.14150142669678,21.410450339317322,28.448045253753662,117,52,299,299
0,negative,positive,dataset\train\positive\S087_005_00000012.png,50.18707513809204,21.60245180130005,28.210479021072388,166,41,281,281
0,negative,positive,dataset\train\positive\S089_002_00000021.png,52.34566330909729,20.87695449590683,26.77738070487976,128,57,309,309
0,negative,positive,dataset\train\positive\S091_003_00000021.png,49.99317526817322,21.466100215911865,28.540724515914917,109,38,320,320
0,negative,positive,dataset\train\positive\S092_004_00000024.png,50.305432081222534,22.31183499097824,27.382734417915344,150,91,297,297
0,negative,positive,dataset\train\positive\S093_004_00000016.png,50.18335580825806,22.190803289413452,27.625837922096252,163,24,286,286
0,negative,positive,dataset\train\positive\S094_004_00000012.png,51.41496658325195,22.167159616947174,26.41788125038147,165,60,279,279
0,negative,positive,dataset\train\positive\S095_007_00000021.png,50.54205656051636,21.693991124629974,27.763953804969788,173,57,306,306
0,negative,positive,dataset\train\positive\S096_004_00000011.png,50.17528533935547,21.436429023742676,28.388282656669617,164,69,296,296
